file_name,Latitude,Longitude
IMG_3782.jpg,39.95053611111111,-75.19194166666666
IMG_3788.jpg,39.95050833333334,-75.19188055555556
IMG_3789.jpg,39.95050555555556,-75.19188055555556
IMG_3784.jpg,39.95051666666667,-75.19193333333334
IMG_3803.jpg,39.950500000000005,-75.19168055555556
IMG_3805.jpg,39.95050555555556,-75.19168055555556
IMG_3806.jpg,39.95050555555556,-75.19168888888889
IMG_3802.jpg,39.95049722222223,-75.19168055555556
IMG_3808.jpg,39.950500000000005,-75.19168888888889
IMG_3807.jpg,39.95050555555556,-75.19168888888889
IMG_3804.jpg,39.95050833333334,-75.19168055555556
IMG_3831.jpg,39.95070277777778,-75.19148333333334
IMG_3832.jpg,39.95070277777778,-75.19148333333334
IMG_3834.jpg,39.95070277777778,-75.19148333333334
IMG_3833.jpg,39.95070277777778,-75.19148333333334
IMG_3843.jpg,39.95078611111112,-75.19136944444445
IMG_3844.jpg,39.95078611111112,-75.19136111111112
IMG_3845.jpg,39.950833333333335,-75.19134444444445
IMG_3842.jpg,39.95078333333333,-75.19137500000001
IMG_3847.jpg,39.950833333333335,-75.19136944444445
IMG_3846.jpg,39.95083888888889,-75.19134444444445
IMG_3849.jpg,39.95080277777778,-75.19136944444445
IMG_3850.jpg,39.95079166666667,-75.19138333333333
IMG_3852.jpg,39.95084444444445,-75.19134444444445
IMG_3848.jpg,39.950833333333335,-75.19136111111112
IMG_3856.jpg,39.95088888888889,-75.19139166666668
IMG_3853.jpg,39.95084444444445,-75.19134444444445
IMG_3855.jpg,39.95088888888889,-75.19138333333333
IMG_3851.jpg,39.95080277777778,-75.19137500000001
IMG_3857.jpg,39.95088888888889,-75.19139166666668
IMG_3854.jpg,39.95083611111112,-75.19134444444445
IMG_3860.jpg,39.950897222222224,-75.19139166666668
IMG_3862.jpg,39.950897222222224,-75.19139166666668
IMG_3858.jpg,39.95089444444445,-75.19139166666668
IMG_3859.jpg,39.95089444444445,-75.19139166666668
IMG_3863.jpg,39.9509,-75.19139166666668
IMG_3864.jpg,39.9509,-75.19139166666668
IMG_3861.jpg,39.950897222222224,-75.19139166666668
IMG_3865.jpg,39.95090555555556,-75.1914
IMG_3866.jpg,39.95101944444445,-75.19146666666667
IMG_3868.jpg,39.95146944444445,-75.19170277777778
IMG_3870.jpg,39.95146944444445,-75.19170277777778
IMG_3867.jpg,39.95102222222223,-75.191475
IMG_3872.jpg,39.95104722222222,-75.1914888888889
IMG_3869.jpg,39.95146944444445,-75.19170277777778
IMG_3874.jpg,39.95107222222222,-75.19149722222222
IMG_3871.jpg,39.95101666666667,-75.19148333333334
IMG_3873.jpg,39.95103888888889,-75.19149722222222
IMG_3875.jpg,39.95104166666667,-75.19151388888889
IMG_3878.jpg,39.95111388888889,-75.19153611111112
IMG_3881.jpg,39.951169444444446,-75.19161111111111
IMG_3880.jpg,39.95114166666667,-75.19155833333333
IMG_3879.jpg,39.95116111111111,-75.19155833333333
IMG_3877.jpg,39.95103888888889,-75.19151388888889
IMG_3882.jpg,39.95117222222223,-75.19161944444444
IMG_3883.jpg,39.95117222222223,-75.19162777777778
IMG_3889.jpg,39.951122222222224,-75.19168888888889
IMG_3892.jpg,39.951125000000005,-75.19182500000001
IMG_3896.jpg,39.951125000000005,-75.19181944444445
IMG_3893.jpg,39.95113055555556,-75.19182500000001
IMG_3895.jpg,39.95113055555556,-75.19181944444445
IMG_3894.jpg,39.95113888888889,-75.19181111111112
IMG_3897.jpg,39.95114166666667,-75.19181944444445
IMG_3898.jpg,39.95114166666667,-75.19180277777778
IMG_3900.jpg,39.951144444444445,-75.19179444444445
IMG_3899.jpg,39.95114166666667,-75.19180277777778
IMG_3906.jpg,39.95124722222223,-75.19184166666668
IMG_3904.jpg,39.95118333333333,-75.19180277777778
IMG_3903.jpg,39.95118333333333,-75.19179444444445
IMG_3901.jpg,39.95118333333333,-75.19179444444445
IMG_3902.jpg,39.95118333333333,-75.19179444444445
IMG_3905.jpg,39.95123611111112,-75.19185
IMG_3907.jpg,39.95124166666667,-75.19185
IMG_3908.jpg,39.95124166666667,-75.19185
IMG_3909.jpg,39.95124166666667,-75.19184166666668
IMG_3910.jpg,39.95124166666667,-75.19184166666668
IMG_3913.jpg,39.95118333333333,-75.19177222222223
IMG_3918.jpg,39.95119444444445,-75.19175833333334
IMG_3911.jpg,39.95124166666667,-75.19184166666668
IMG_3914.jpg,39.95118333333333,-75.19177222222223
IMG_3916.jpg,39.95116388888889,-75.19176388888889
IMG_3912.jpg,39.95118333333333,-75.19177222222223
IMG_3917.jpg,39.95120277777778,-75.19176388888889
IMG_3919.jpg,39.95119444444445,-75.19175833333334
IMG_3915.jpg,39.951169444444446,-75.19175
IMG_3920.jpg,39.95119444444445,-75.19175833333334
IMG_3921.jpg,39.95118611111111,-75.19175833333334
IMG_3922.jpg,39.951191666666666,-75.19175833333334
IMG_3926.jpg,39.95130555555556,-75.19175
IMG_3927.jpg,39.95130555555556,-75.19175833333334
IMG_3929.jpg,39.951283333333336,-75.19174166666667
IMG_3925.jpg,39.95129444444445,-75.19175
